callid,CompanyNo,ServiceStatus,ServiceType,ServiceLevel,Severity,ItemOEM,ItemModel,ItemAssetType
30440,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30442,CR00654,C,Hardware,HW-Premium ,Medium,DELL,PE 2950,Server
30443,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
30444,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,8837-AC1,Server
30446,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30447,CR01669,C,Hardware,HW-Premium ,Medium,HP,BL460c G8,Server
30448,CR00654,C,Hardware,T/M,Critical,HP,ML350P G8,Server
30449,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30451,CR00145-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
30452,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30453,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30453,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30453,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
30455,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
30455,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
30455,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
30455,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
30455,C00510,C,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
30456,CR00654,C,Hardware,HW-Premium ,Medium,SUN,L700,Storage
30457,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
30458,C00163-01,C,Hardware,T/M,Critical,DELL,T420,Server
30460,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30461,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30462,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
30463,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30464,CR00145-01,C,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
30466,CR00654,C,Hardware,T/M,Medium,,,Workstation
30467,CR00654,C,Hardware,HW-Third Business Day,Medium,HP,DL380 G6,Server
30467,CR00654,C,Hardware,HW-Third Business Day,Medium,HP,DL380 G6,Server
30468,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30469,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
30471,CR00654,C,Hardware,T/M,Medium,SUN,FLX210,Storage
30472,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30473,CR00654,C,Hardware,T/M,Medium,NETAPP,DS4246,Storage
30474,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
30475,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7947-AC1,Server
30476,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30477,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G6,Server
30478,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7915-B2U,Server
30479,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
30480,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30481,CR00654,C,Hardware,T/M,Medium,HP,DL385 G7,Server
30482,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7978-51U,Server
30483,CR01743,C,Hardware,T/M,Medium,DELL,R720,Server
30484,C00163-01,C,Hardware,T/M,Medium,HITACHI,,Storage
30485,CR00654,C,Hardware,T/M,Medium,HP,DL380,Server
30486,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30487,CR00654,C,Hardware,HW-Basic ,Medium,HP,DL380 G7,Server
30489,C00928,C,Hardware,HW-Critical,Medium,DELL,PS6000xv,Storage
30492,C01872,C,Hardware,HW-Premium8Hr,High,DELL,R710,Server
30493,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30494,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30496,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
30496,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
30497,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30497,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30498,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
30498,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
30499,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
30499,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-AC1,Server
30500,CR00654,C,Hardware,T/M,Medium,Allied Telesyn,AT-9924T,Switch
30501,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30502,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
30504,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
30505,CR00654,C,Hardware,T/M,Medium,HP,DL380 G5,Server
30506,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30507,CR00654,C,Hardware,T/M,Medium,HP,DL380 G7,Server
30508,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30508,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30509,C00163-01,C,Hardware,HW-Basic ,Medium,DELL,T3600,Workstation
30511,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-D2U,Server
30511,CR00145-01,C,Hardware,HW-Basic ,Medium,IBM,7944-D2U,Server
30512,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
30512,C00510,C,Hardware,HW-Basic ,Medium,DELL,P470,Workstation
30513,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30514,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30514,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30514,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30514,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30515,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
30516,CR00145-01,E,Hardware,T/M,Medium,HP,DL380,Server
30517,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
30518,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30520,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30522,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30522,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
30524,CR00654,C,Hardware,T/M,Medium,HP,ML350P G8,Server
30525,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
30526,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS4000E,Storage
30527,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
30528,CR00145-01,C,Hardware,T/M,Medium,APC,UPS,UPS
30528,CR00145-01,C,Hardware,T/M,Medium,APC,UPS,UPS
30529,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30530,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30530,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30531,CR00654,C,Hardware,T/M,Medium,HP,ML360P G8,Server
30532,CR00654,C,Hardware,T/M,Medium,HP,ML350P G8,Server
30534,CR00145,C,Hardware,T/M,Medium,DELL,R710,Server
30535,CR00654,C,Hardware,T/M,Medium,SUN,T3-2,Server
30536,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30537,CR01793,E,Hardware,T/M,Medium,HP,RX2620,Server
30538,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-480,Storage
30539,CR00654,C,Hardware,T/M,Medium,NetApp,FAS2040,Storage
30540,CR00654,C,Hardware,T/M,Medium,HP,Z440,Workstation
30541,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30541,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30542,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30542,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30543,CR00654,C,Hardware,HW-Premium ,Critical,NETAPP,FAS3220A,Storage
30544,CR00145-01,C,Hardware,T/M,Medium,APC,SYHF6K,UPS
30545,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30545,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30545,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30545,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30546,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30547,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30548,C01872,C,Hardware,HW-Premium8Hr,Medium,DELL,SC8000,Storage
30549,CR01793,C,Hardware,T/M,Medium,HP,416271-001,Storage
30550,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
30550,CR00145-01,C,Hardware,T/M,Medium,IBM,7946-AC1,Server
30551,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
30552,C01841,C,Hardware,HW-Premium ,Medium,HP,Z800,Workstation
30553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-B4U,Server
30553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-B4U,Server
30553,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7979-B4U,Server
30554,C00163-01,C,Hardware,T/M,Medium,APC,SUA5000RMT5U,UPS
30554,C00163-01,C,Hardware,T/M,Medium,APC,SUA5000RMT5U,UPS
30555,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS4000E,Storage
30556,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
30557,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30559,c00822,C,Hardware,HW-Premium ,Low,DELL,PE T620,Server
30560,CR00145-01,C,Hardware,T/M,Low,IMAC,LABOR,IMAC
30561,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30562,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
30564,C00163-01,C,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
30565,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
30566,CR00654,C,Hardware,T/M,Medium,HP,DL380 G5,Server
30570,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
30572,CR00654,C,Hardware,T/M,Medium,EMC,NAS 480,Server
30573,C01476,C,Hardware,HW-Premium ,Medium,EMC,CX4-240,Storage
30574,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
30575,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
30576,CR00654,C,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30577,C00163-01,C,Hardware,HW-Premium ,Medium,DELL,T3600,Workstation
30578,CR01743,C,Hardware,T/M,Medium,DELL,P7810,Workstation
30579,C00163-01,C,Hardware,T/M,Medium,DELL,R610,Server
30581,CR00145-01,C,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
30582,CR00654,C,Hardware,T/M,Medium,IBM,2858-A20,Storage
30584,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30584,C00510,C,Hardware,HW-Basic ,Medium,DELL,T5500,Workstation
30585,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30585,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30585,CR00145-01,C,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
30586,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
30586,CR00944,C,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
