callid,CompanyNo,ServiceStatus,ServiceType,ServiceLevel,Severity,ItemOEM,ItemModel,ItemAssetType
31542,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31543,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31543,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31546,CR01793,C,Hardware,T/M,Medium,HP,RX2660,Server
31547,CR01793,C,Hardware,T/M,Medium,HP,RX2660,Server
31547,CR01793,C,Hardware,T/M,Medium,HP,RX2660,Server
31551,CR01669,E,Hardware,HW-Premium ,High,HP,DL380p G8,Server
31552,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31553,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31554,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,Server
31555,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31556,CR00654,C,Hardware,T/M,Medium,BARCO,,Monitor
31557,CR00654,C,Hardware,T/M,Low,HP,Z420,Workstation
31558,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31559,CR00654,C,Unknown,T/M,High,DELL,OP 7010,Workstation
31561,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31565,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31565,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31565,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31566,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Server
31568,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31569,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-AC1,Server
31571,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31571,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31572,CR00145-01,E,Hardware,HW-Basic ,Medium,IBM,2072-12C,Storage
31573,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2G,Server
31575,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31576,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31577,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,R815,Server
31577,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,R815,Server
31579,C00163-01,C,Hardware,T/M,IMAC,IMAC,LABOR,Server
31580,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
31580,CR00654,C,Hardware,T/M,Medium,DELL,OP 7010,Workstation
31581,CR00145-01,E,Hardware,HW-Premium ,High,IBM,7947-52G,Server
31581,CR00145-01,E,Hardware,HW-Premium ,High,IBM,7947-52G,Server
31581,CR00145-01,E,Hardware,HW-Premium ,High,IBM,7947-52G,Server
31581,CR00145-01,E,Hardware,HW-Premium ,High,IBM,7947-52G,Server
31582,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31582,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31583,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31583,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31584,CR00210,E,Hardware,HW-Premium ,High,DELL,R520,Server
31585,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31586,C01841,C,Hardware,T/M,High,DELL,T620,Server
31586,C01841,C,Hardware,T/M,High,DELL,T620,Server
31594,CR00654,C,Hardware,T/M,Medium,DELL,R320,Server
31595,Cr00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31596,CR00654,C,Hardware,T/M,Medium,HP,DL380 G5,Server
31597,CR00145-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
31598,CR00145-01,C,Hardware,T/M,High,IMAC,LABOR,IMAC
31599,CR00654,E,Hardware,HW-Basic ,Medium,HP,ML350 G6,Server
31600,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31601,CR00654,C,Software,T/M,High,DELL,OP 960,Workstation
31602,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31602,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31604,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-B4G,Server
31604,CR00145-01,C,Hardware,T/M,Medium,IBM,7158-B4G,Server
31605,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31606,CR00145-01,E,Hardware,HW-Premium ,Low,IBM,2072-12C,Storage
31607,CR01400,C,Hardware,T/M,Medium,DELL,R710,Server
31609,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-112,Storage
31610,CR00654,C,Software,T/M,High,DELL,OP 7010,Workstation
31611,CR00145-01,C,Hardware,T/M,High,IBM,2072-12C,Storage
31612,C00822,E,Hardware,HW-Premium ,Medium,DELL,T620,Server
31613,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7979-51G,Server
31613,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7979-51G,Server
31614,CR00145-01,E,Hardware,HW-Premium ,Critical,DELL,PS6500E,Storage
31615,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7979-B4G,Server
31616,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31617,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31618,CR00654,E,Hardware,HW-Basic ,Medium,DELL,PE 2900,Server
31619,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31620,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31625,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31627,C00510,E,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
31627,C00510,E,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
31627,C00510,E,Hardware,HW-Basic ,Medium,DELL,P670,Workstation
31629,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31629,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31630,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,MD3220,Storage
31632,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31632,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31634,C00163-01,E,Hardware,HW-Enhanced,Critical,DELL,T3600,Workstation
31635,C00163-01,E,Hardware,HW-Enhanced,High,DELL,T3600,Workstation
31636,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2620,Server
31636,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2620,Server
31640,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31641,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31646,CR00654,C,Hardware,T/M,Medium,DELL,PE 2900,Server
31646,CR00654,C,Hardware,T/M,Medium,DELL,PE 2900,Server
31647,CR00654,E,Hardware,HW-Premium ,Medium,EMC,VNX5500,Storage
31649,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31651,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31652,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,R720,Server
31653,CR00654,C,Hardware,T/M,High,HP,Z440,Workstation
31654,CR00654,C,Hardware,T/M,Medium,DELL,RP-MRR2,Monitor
31655,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31657,CR01400,E,Hardware,T/M,Medium,DELL,MD1200,Storage
31658,CR01400,C,Hardware,T/M,Medium,DELL,R710,Server
31659,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31660,CR01400,C,Hardware,T/M,Medium,DELL,MD1000,Storage
31660,CR01400,C,Hardware,T/M,Medium,DELL,MD1000,Storage
31661,CR01400,C,Hardware,T/M,Medium,DELL,MD1000,Storage
31662,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31663,CR01400,C,Hardware,T/M,Medium,DELL,R410,Server
31664,CR01400,C,Hardware,T/M,Medium,DELL,R410,Server
31664,CR01400,C,Hardware,T/M,Medium,DELL,R410,Server
31666,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12E,Server
31667,CR00145-01,C,Hardware,T/M,Critical,APC,UPS,UPS
31668,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31669,C01189,E,Hardware,HW-Basic ,Medium,DELL,R720,Server
31670,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,MD3220,Storage
31672,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31672,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31673,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31676,CR00145-01,C,Hardware,T/M,Medium,APC,UPS,UPS
31677,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31678,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31680,CR01185,E,Hardware,HW-Basic ,Medium,IBM,3590-A14,Storage
31681,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31681,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31682,CR01669,E,Hardware,HW-Premium ,Medium,DELL,PE 2950,Server
31683,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31683,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31684,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31685,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31685,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31685,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31689,CR00654,C,Hardware,T/M,IMAC,Barco,MDNC-6121,Monitor
31690,CR00145-01,C,Hardware,T/M,High,EMC,CX400,Storage
31691,CR00145-01,C,Hardware,T/M,Medium,EMC,CX700,Storage
31694,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31699,C00510,E,Hardware,HW-Basic ,Medium,DELL,P690,Workstation
31699,C00510,E,Hardware,HW-Basic ,Medium,DELL,P690,Workstation
31699,C00510,E,Hardware,HW-Basic ,Medium,DELL,P690,Workstation
31700,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7915-AC1,Server
31702,CR01400,C,Hardware,T/M,Medium,HP,DL360e G8,Server
31705,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-D2U,Server
31706,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31707,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7979-51G,Server
31708,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31709,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31709,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31709,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31711,CR01936,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31712,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31713,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31714,CR01890,E,Hardware,HW-Basic ,Medium,HP,P4500 G2,Storage
31715,CR01890,E,Hardware,HW-Basic ,Medium,HP,P4500 G2,Storage
31716,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31719,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31721,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
31722,CR00145-01,E,Unknown,HW-Premium ,Medium,IBM,2076-112,Storage
31723,CR00145-01,E,Hardware,HW-Premium ,High,IBM,1814-70H,Storage
31723,CR00145-01,E,Hardware,HW-Premium ,High,IBM,1814-70H,Storage
31725,CR00145-01,E,Hardware,HW-Premium ,High,IBM,2076-112,Storage
31726,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31730,CR01793,E,Hardware,HW-Basic ,Medium,HP,RX2620,Server
31731,CR00145-01,C,Hardware,T/M,Critical,IBM,2076-112,Storage
31731,CR00145-01,C,Hardware,T/M,Critical,IBM,2076-112,Storage
31733,CR00145-01,C,Hardware,T/M,Track Only,IMAC,LABOR,IMAC
31734,CR00654,C,Hardware,T/M,Low,HP,DL380 G7,Server
31735,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31735,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31735,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31735,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-112,Storage
31736,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-112,Storage
31737,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,TL4000,Storage
31737,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,TL4000,Storage
31737,C00163-01,E,Hardware,HW-Premium ,Medium,DELL,TL4000,Storage
31743,C00163-01,E,Hardware,HW-Premium ,Medium,HP,DL380 G7,Server
31744,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
31745,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31746,CR01816,E,Hardware,HW-Premium ,Medium,IBM,8202-E4B,Server
31747,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31748,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
31749,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,1814-70H,Storage
31750,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31751,CR01941,E,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31752,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31754,CR00145,C,Hardware,T/M,Medium,HP,RP5800,Workstation
31754,CR00145,C,Hardware,T/M,Medium,HP,RP5800,Workstation
31754,CR00145,C,Hardware,T/M,Medium,HP,RP5800,Workstation
31754,CR00145,C,Hardware,T/M,Medium,HP,RP5800,Workstation
31755,CR01669,E,Hardware,HW-Premium ,Track Only,HP,BL460c G8,Server
31760,C00163-01,C,Hardware,T/M,Medium,DELL,R710,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31761,CR01669,E,Hardware,HW-Premium ,Critical,HP,DL585 G7,Server
31762,CR00145-01,E,Hardware,HW-Premium ,High,IBM,2076-212,Storage
31763,CR00145-01,C,Hardware,T/M,Low,IMAC,LABOR,IMAC
31764,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31766,C00163-01,E,Hardware,HW-Enhanced,Medium,DELL,T1700,Workstation
31767,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31769,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-D2G,Server
31771,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31772,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7946-AC1,Server
31773,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31774,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31774,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31775,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31776,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31776,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31777,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31778,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31779,CR01669,E,Hardware,HW-Premium ,Medium,HP,DL580 G7,Server
31780,C00208,E,Hardware,HW-Premium ,Medium,HP,SE 1640,Storage
31781,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31782,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31783,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12E,Storage
31784,C00208,E,Hardware,HW-Premium ,Medium,HP,DL380,Server
31785,CR00654,C,Software,T/M,High,DELL,OP 7010,Workstation
31786,C00163-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31788,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31789,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31790,CR01669,E,Hardware,HW-Premium ,Medium,HP,DL380p G8,Server
31791,CR00145,C,Hardware,T/M,Medium,DELL,MD1200,Storage
31792,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31793,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31794,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31795,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31796,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31796,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31797,C01660,E,Hardware,HW-Premium ,Medium,HP,Z800,Workstation
31797,C01660,E,Hardware,HW-Premium ,Medium,HP,Z800,Workstation
31797,C01660,E,Hardware,HW-Premium ,Medium,HP,Z800,Workstation
31798,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31800,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-AC1,Storage
31802,CR00654,C,Hardware,T/M,Medium,DELL,T3400,Workstation
31803,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31807,CR00654,C,Hardware,T/M,Medium,DELL,OP 5040,Workstation
31808,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2U,Server
31809,C00163-01,C,Hardware,T/M,Medium,DELL,U2415,Monitor
31810,C00163-01,C,Hardware,T/M,Medium,DELL,U2415,Monitor
31811,C00163-01,C,Hardware,T/M,Medium,,VS14782,Monitor
31812,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
31813,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7158-B4G,Server
31814,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7914-B2U,Server
31819,CR00145-01,E,Hardware,HW-Basic ,Medium,DELL,PS6500E,Storage
31820,CR00944,E,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
31821,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-B2U,Server
31822,CR00654,C,Hardware,T/M,High,DELL,OP 7010,Workstation
31823,CR00145,E,Hardware,T/M,Medium,DELL,T3500,Workstation
31824,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12C,Storage
31825,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31826,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31827,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31827,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31828,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
31828,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
31829,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31832,CR00654,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31833,C01633,E,Hardware,HW-Premium ,Medium,SUN,L700,Storage
31834,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31836,CR00654,C,Hardware,T/M,High,HP,Z420,Workstation
31837,CR01793,E,Hardware,HW-Basic ,Critical,HP,RX2620,Server
31837,CR01793,E,Hardware,HW-Basic ,Critical,HP,RX2620,Server
31837,CR01793,E,Hardware,HW-Basic ,Critical,HP,RX2620,Server
31839,CR00145-01,E,Hardware,HW-Basic ,Medium,DELL,PS6500E,Storage
31840,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31841,CR01866,E,Hardware,HW-Premium ,Medium,DELL,SC40,Storage
31842,C00163-01,E,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
31844,CR00654,C,Hardware,T/M,High,DELL,T3600,Workstation
31846,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500E,Storage
31848,C00510,E,Hardware,HW-Basic ,Medium,HP,5100TN,Printer
31850,C00510,E,Hardware,HW-Basic ,Medium,DELL,P490,Workstation
31851,Cr00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31852,Cr00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31858,CR00145-01,E,Hardware,HW-Premium ,Critical,IBM,7158-B4M,Server
31858,CR00145-01,E,Hardware,HW-Premium ,Critical,IBM,7158-B4M,Server
31859,CR00654,C,Hardware,T/M,Medium,HP,HP Z600,Workstation
31860,CR00145-01,C,Hardware,T/M,Medium,IBM,7915-AC1,Server
31861,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-AC1,Server
31862,CR00654,E,Hardware,HW-Premium ,Medium,HP,ML350 R06,Server
31863,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2076-212,Storage
31864,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31865,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31867,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
31870,CR01945,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31871,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
31871,CR00145,C,Hardware,T/M,Medium,DELL,R620,Server
31873,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7158-AC1,Server
31874,C01841,C,Hardware,T/M,High,HP,ML370 G5,Server
31875,CR00944,E,Hardware,HW-Basic ,Medium,EMC,CX3-20,Storage
31876,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31877,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7945-AC1,Server
31879,CR00145-01,E,Hardware,HW-Premium ,Critical,DELL,PS6500E,Storage
31879,CR00145-01,E,Hardware,HW-Premium ,Critical,DELL,PS6500E,Storage
31880,CR00145-01,E,Hardware,HW-Premium ,High,DELL,PS6500E,Storage
31881,CR01936,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31882,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31883,CR00145,C,Hardware,T/M,Medium,Dell,T3500,Workstation
31883,CR00145,C,Hardware,T/M,Medium,Dell,T3500,Workstation
31884,CR00145-01,C,Hardware,T/M,Medium,IBM,7945-D2G,Server
31885,CR00145,C,Hardware,T/M,Medium,DELL,T3500,Workstation
31886,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31887,CR00145-01,C,Hardware,T/M,Medium,HP,DL360 G9,Server
31888,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-212,Server
31888,CR00145-01,C,Hardware,T/M,Medium,IBM,2076-212,Server
31889,CR00145-01,C,Hardware,T/M,Critical,IBM,7158-AC1,Server
31889,CR00145-01,C,Hardware,T/M,Critical,IBM,7158-AC1,Server
31892,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31894,CR00654,C,Hardware,T/M,Medium,NetApp,FAS3140,Storage
31895,CR00145-01,C,Hardware,T/M,Medium,DELL,PS6500e,Storage
31896,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31896,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31896,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31896,CR00145-01,C,Hardware,T/M,Medium,IBM,7914-AC1,Server
31897,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31897,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31900,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-12C,Storage
31903,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31903,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31903,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31906,CR00145,C,Hardware,T/M,Medium,DELL,R610,Server
31908,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31909,CR00145-01,E,Hardware,HW-Premium ,Medium,DELL,PS6500E,Storage
31910,CR00145,C,Hardware,T/M,Medium,DELL,R720,Server
31911,CR00145,C,Hardware,T/M,Medium,DELL,MD1200,Storage
31914,CR00654,C,Hardware,T/M,Medium,HP,Z420,Workstation
31915,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7944-D2G,Server
31916,CR00145-01,C,Hardware,T/M,Medium,IBM,7944-AC1,Server
31917,CR00145-01,C,Hardware,T/M,Medium,IBM,2072-112,Storage
31918,CR01669,E,Hardware,HW-Premium ,High,HP,DL580 G7,Server
31919,CR00145-01,C,Hardware,T/M,Medium,EMC,CX500,Storage
31919,CR00145-01,C,Hardware,T/M,Medium,EMC,CX500,Storage
31919,CR00145-01,C,Hardware,T/M,Medium,EMC,CX500,Storage
31920,CR00145-01,C,Hardware,T/M,Medium,EMC,CX300,Storage
31921,CR00145-01,C,Hardware,T/M,Medium,EMC,CX400,Storage
31924,C00208,E,Hardware,HW-Basic ,Medium,HP,1/8 G2,Storage
31927,C00163-01,C,Hardware,T/M,Medium,Extreme Networks,X620,Switch
31928,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31928,CR00145-01,C,Hardware,T/M,IMAC,IMAC,LABOR,IMAC
31931,CR00145-01,E,Hardware,HW-Premium ,High,IBM,2076-212,Storage
31932,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31933,C00163-01,E,Hardware,HW-Premium ,Medium,Hitachi,AMS500,Storage
31934,CR00145-01,E,Hardware,HW-Premium ,High,IBM,2076-112,Storage
31935,C01841,E,Hardware,HW-Premium ,Medium,HP,DL380 G5,Server
31936,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31936,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31936,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31936,C01841,C,Hardware,T/M,Medium,DELL,R710,Server
31937,CR00145-01,C,Hardware,T/M,Medium,IMAC,LABOR,IMAC
31938,C00510,E,Hardware,HW-Basic ,Medium,DELL,T7400,Workstation
31938,C00510,E,Hardware,HW-Basic ,Medium,DELL,T7400,Workstation
31939,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12E,Storage
31939,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,2072-12E,Storage
31940,CR00145-01,E,Hardware,HW-Premium ,Medium,IBM,7377-C2G,Server
